159032378;2774.32
182598059;1504.64
287865281;1651.44
111888683;2166.63
120603895;2879.89
225009007;2275.35
163895488;1605.98
197369352;1870.63
141883874;2138.33
242116027;1774.01
131441932;2970.06
191089711;2259.3
147265352;2076.34
196059055;2829.22
172052541;1647.19
268974876;1861.25
169114715;2562.45
163515820;2906.94
152191892;1708.78
144034140;2426.44
229994619;2717.14
142160731;2774.62
241047909;2061.32
285791368;2204.06
217783009;2563.64
279951549;2755.08
127504238;2614.47
244125191;1782.08
121852336;1996.81
156032862;2786.03
275692307;2436.01
267558045;2634.2
210973001;2608.61
214545453;1968.98
111037181;1759.57
168533126;2853.56
286105119;2524.47
115130618;2826.74
291211242;2473.58
190718324;1672.51
113742642;2222.08
226418481;2048.7
288909775;2918.37
245876204;2264.22
277973916;2249.48
251289387;2660.93
185862510;2449.26
210339074;2030.59
181922728;2420.37
165197432;2174.22
189995192;1745.11
243628228;2114.29
111733917;2872.82
291345183;2039.8
220155242;2315.11
244256422;1631.17
148767589;2359.58
138998660;1951.28
195315560;2537.49
190252626;2758.49
268166031;1804.65
233731639;1880.85
267670536;2879.63
124448138;1676.75
144457351;1977.55
210888339;2573.45
181538359;2156.94
137063112;2596.78
217359931;2150.03
166053550;2130.8
222483626;2361.32
160632563;2033.87
293451753;1770.24
218819288;2278.66
293574388;2136.88
244810912;2351.54
181868648;2031.17
188636988;2884.98
168187627;1502.76
151094123;2607.53
194695537;1725.37
114044368;1866.4
291277281;2312.76
229998532;2672.98
145214742;2981.48
189055968;2202.09
273518840;2287.89
265735374;2737.65
249675391;1811.35
253006440;1894.33
255244598;1731.6
195920118;2302.53
270748029;2472.28
172635688;2440.58
169583622;2191.6
126355645;1531.42
143328451;2291.92
167704864;2067.1
136720481;2953.48
213428351;2897.64
